DATE,HNFSEPUSSA,HOUST1F,HSN1F,INTDSRUSM193N,LFACTTTTUSM657S,MSACSR,NA000334Q,NASDAQCOM,PERMIT,PERMIT1,QUSR628BIS,RSAHORUSQ156S,TTLCONS,UNRATE,Median Home Price (NSA),CPI-Adjusted Price,CSUSHPISA
2019-08-01,326.0,903,720,2.75,0.140644396,5.4,5441019.0,7910.932227272727,1528.0,904.0,130.7582,64.7,1426091.0,3.7,265069.35,317211.63,210.102
2019-09-01,323.0,920,715,2.5,0.191740503,5.4,5441019.0,8087.6999,1491.0,905.0,130.7582,64.7,1438119.0,3.5,265569.14,317560.95,210.913
2019-10-01,319.0,898,721,2.25,0.21636183,5.3,5564137.0,8079.278217391305,1538.0,937.0,132.4256,65.0,1442150.0,3.6,265674.86,316962.73,211.808
2019-11-01,320.0,911,710,2.25,0.07358665,5.4,5564137.0,8517.57705,1522.0,951.0,132.4256,65.0,1463036.0,3.6,266116.98,317660.54,212.805
2019-12-01,323.0,1009,693,2.25,0.091763748,5.6,5564137.0,8778.591476190477,1461.0,937.0,132.4256,65.0,1466415.0,3.6,266684.05,318627.32,213.955
2020-01-01,325.0,968,685,2.25,-0.216145327,5.7,5292718.0,9233.359904761905,1500.0,967.0,133.7104,65.3,1494117.0,3.5,267750.9,318665.62,214.99400000000003
2020-02-01,328.0,1039,699,2.25,0.066931146,5.6,5292718.0,9418.850105263158,1440.0,986.0,133.7104,65.3,1501790.0,3.5,270836.12,321456.52,215.837
2020-03-01,332.0,879,609,0.25,-1.108489706,6.5,5292718.0,7772.205136363636,1348.0,873.0,133.7104,65.3,1506335.0,4.4,273565.72,325404.52,216.365
2020-04-01,325.0,676,569,0.25,-3.890306515,6.9,5009931.0,8292.407761904762,1050.0,666.0,135.4988,68.0,1460471.0,14.7,275737.87,330196.28,216.801
2020-05-01,313.0,750,696,0.25,1.125342273,5.4,5009931.0,9105.65565,1253.0,747.0,135.4988,68.0,1452086.0,13.2,276554.83,331168.14,216.987
2020-06-01,300.0,904,936,0.25,1.159634838,3.8,5009931.0,9839.970954545455,1329.0,861.0,135.4988,68.0,1459188.0,11.0,279918.77,333372.15,217.63
2020-07-01,289.0,1012,1019,0.25,0.126328956,3.4,5411028.0,10499.862909090907,1526.0,1006.0,138.3902,67.3,1470971.0,10.2,283359.61,335771.64,219.322
2020-08-01,284.0,1029,1029,0.25,0.387253126,3.3,5411028.0,11212.29038095238,1564.0,1066.0,138.3902,67.3,1489640.0,8.4,287088.78,339121.26,222.424
2020-09-01,283.0,1116,988,0.25,-0.309851794,3.4,5411028.0,11088.679523809524,1643.0,1143.0,138.3902,67.3,1510182.0,7.9,290654.57,342855.81,225.853
2020-10-01,281.0,1180,1027,0.25,0.449370881,3.3,5609276.0,11435.233863636364,1622.0,1155.0,143.237,65.7,1534900.0,6.9,293797.45,346419.4,229.781
2020-11-01,287.0,1173,863,0.25,-0.159682871,4.0,5609276.0,11794.46130665,1713.0,1166.0,143.237,65.7,1550976.0,6.7,295892.71,349103.12,233.235
2020-12-01,299.0,1311,873,0.25,0.043562952,4.1,5609276.0,12619.050909090907,1760.0,1237.0,143.237,65.7,1572760.0,6.7,297978.36,351233.15,236.521
