category,Median Home Price (NSA),CPI-Adjusted Price
Sat Sep 15 2018,252411.3,306992.31
Mon Oct 15 2018,252084.52,306054.14
Thu Nov 15 2018,252699.64,307831.99
Sat Dec 15 2018,251882.68,307819.96
Tue Jan 15 2019,252651.59,308172.07
Fri Feb 15 2019,254295.11,308871.14
Fri Mar 15 2019,257216.94,310667.45
Mon Apr 15 2019,260042.66,312426.07
Wed May 15 2019,262887.59,315173.16
Sat Jun 15 2019,264204.34,316688.73
Mon Jul 15 2019,265002.07,317115.05
Thu Aug 15 2019,265069.35,317211.63
Sun Sep 15 2019,265569.14,317560.95
Tue Oct 15 2019,265674.86,316962.73
Fri Nov 15 2019,266116.98,317660.54
Sun Dec 15 2019,266684.05,318627.32
Wed Jan 15 2020,267750.9,318665.62
Sat Feb 15 2020,270836.12,321456.52
Sun Mar 15 2020,273565.72,325404.52
Wed Apr 15 2020,275737.87,330196.28
Fri May 15 2020,276554.83,331168.14
Mon Jun 15 2020,279918.77,333372.15
Wed Jul 15 2020,283359.61,335771.64
Sat Aug 15 2020,287088.78,339121.26
Tue Sep 15 2020,290654.57,342855.81
Thu Oct 15 2020,293797.45,346419.4
Sun Nov 15 2020,295892.71,349103.12
Tue Dec 15 2020,297978.36,351233.15
Fri Jan 15 2021,300842.52,353107.15
Mon Feb 15 2021,305234.87,356311.99
Mon Mar 15 2021,312279.94,361972.01
Thu Apr 15 2021,319469.17,367286.55
Sat May 15 2021,326619.96,372521.11
Tue Jun 15 2021,332828.84,376108.25
Thu Jul 15 2021,337538.37,379604.09
Sun Aug 15 2021,339816.24,381377.95
Wed Sep 15 2021,342305.56,383131.15
Fri Oct 15 2021,345208.16,383196.3
Mon Nov 15 2021,348101.16,384518.35
Wed Dec 15 2021,351022.99,386558.15
Sat Jan 15 2022,355521.06,388244.66
Tue Feb 15 2022,363335.03,393186.5
Tue Mar 15 2022,371110.55,396309.57
Fri Apr 15 2022,379059.07,402550.56
Sun May 15 2022,385181.46,404592.34
Wed Jun 15 2022,386459.76,400434.66
Fri Jul 15 2022,383758.99,397683.2
Mon Aug 15 2022,380270.1,394207.43
Thu Sep 15 2022,380145.15,393232.14
Sat Oct 15 2022,378905.29,390366.08
Tue Nov 15 2022,376810.04,388599.95
Thu Dec 15 2022,374868.56,387788.27
Sun Jan 15 2023,374695.56,384534.81
Wed Feb 15 2023,379876.03,387687.2
Wed Mar 15 2023,385402.52,392029.43
Sat Apr 15 2023,391534.51,396262.15
Mon May 15 2023,396887.99,400671.21
Thu Jun 15 2023,399117.81,401625.47
Sat Jul 15 2023,401559.07,403312.74
